feeperbyte=100
storageprice=10000
executionfeefactor=3
tea=1.00000000
#accounts,systemfee,networkfee,totalfee,sysfeeperacc,netfeeperacc,totalfeeperacc
280,4.14665109,0.00930752,4.15595861,0.01480947,0.00003325,0.01484271
281,4.16145096,0.00933652,4.17078748,0.01480944,0.00003323,0.01484267
282,4.17625083,0.00936552,4.18561635,0.01480941,0.00003322,0.01484262
283,4.19105070,0.00939452,4.20044522,0.01480937,0.00003320,0.01484257
284,4.20585057,0.00942352,4.21527409,0.01480934,0.00003319,0.01484252
285,4.22065044,0.00945252,4.23010296,0.01480930,0.00003317,0.01484247
286,4.23545031,0.00948152,4.24493183,0.01480927,0.00003316,0.01484242
287,4.25025018,0.00951052,4.25976070,0.01480924,0.00003314,0.01484238
288,4.26505005,0.00953952,4.27458957,0.01480921,0.00003313,0.01484233
289,4.27984992,0.00956852,4.28941844,0.01480917,0.00003311,0.01484228
290,4.29464979,0.00959752,4.30424731,0.01480914,0.00003310,0.01484224
291,4.30944966,0.00962652,4.31907618,0.01480911,0.00003309,0.01484219
292,4.32424953,0.00965552,4.33390505,0.01480908,0.00003307,0.01484215
293,4.33904940,0.00968452,4.34873392,0.01480905,0.00003306,0.01484210
294,4.35384927,0.00971352,4.36356279,0.01480902,0.00003304,0.01484206
295,4.36864914,0.00974252,4.37839166,0.01480899,0.00003303,0.01484201
296,4.38344901,0.00977152,4.39322053,0.01480895,0.00003302,0.01484197
297,4.39824888,0.00980052,4.40804940,0.01480892,0.00003300,0.01484192
298,4.41304875,0.00982952,4.42287827,0.01480889,0.00003299,0.01484188
299,4.42784862,0.00985852,4.43770714,0.01480886,0.00003298,0.01484183
300,4.44264849,0.00988752,4.45253601,0.01480883,0.00003296,0.01484179
301,4.45744836,0.00991652,4.46736488,0.01480880,0.00003295,0.01484175
302,4.47224823,0.00994552,4.48219375,0.01480877,0.00003294,0.01484171
303,4.48704810,0.00997452,4.49702262,0.01480874,0.00003292,0.01484166
304,4.50184797,0.01000352,4.51185149,0.01480872,0.00003291,0.01484162
305,4.51664784,0.01003252,4.52668036,0.01480869,0.00003290,0.01484158
306,4.53144771,0.01006152,4.54150923,0.01480866,0.00003289,0.01484154
307,4.54624758,0.01009052,4.55633810,0.01480863,0.00003287,0.01484150
308,4.56104745,0.01011952,4.57116697,0.01480860,0.00003286,0.01484146
309,4.57584732,0.01014852,4.58599584,0.01480857,0.00003285,0.01484142
310,4.59064719,0.01017752,4.60082471,0.01480854,0.00003284,0.01484138
311,4.60544706,0.01020652,4.61565358,0.01480852,0.00003282,0.01484133
312,4.62024693,0.01023552,4.63048245,0.01480849,0.00003281,0.01484129
313,4.63504680,0.01026452,4.64531132,0.01480846,0.00003280,0.01484126
314,4.64984667,0.01029352,4.66014019,0.01480843,0.00003279,0.01484122
315,4.66464654,0.01032252,4.67496906,0.01480841,0.00003277,0.01484118
316,4.67944641,0.01035152,4.68979793,0.01480838,0.00003276,0.01484114
317,4.69424628,0.01038052,4.70462680,0.01480835,0.00003275,0.01484110
318,4.70904615,0.01040952,4.71945567,0.01480833,0.00003274,0.01484106
319,4.72384602,0.01043852,4.73428454,0.01480830,0.00003273,0.01484102
320,4.73864589,0.01046752,4.74911341,0.01480827,0.00003272,0.01484098
321,4.75344576,0.01049652,4.76394228,0.01480825,0.00003270,0.01484095
